publisher,count
"© 2016 Alternative Software Ltd., © 2016 IGS Publishing",1
CounterCurrent Games,1
SuperChop Games,1
Daniel Riley,1
Dan_D,1
Talecore Studios,1
GoffaGames,1
Not Doppler,1
Maithonis Studios,1
Stegosoft Games,1
Windflow,1
Leaghorn,1
Play Wireless,1
Kalypso Media Digital Ltd,1
YFYX GAMES,1
ChaosCore UG,1
Jeremy Slavitz,1
Kodari Games,1
Multiverse Games,1
True Illusion Software,1
Ionut Lucian Achiricioaei,1
Butlerstyle Entertainment,1
"Digerati Distribution, Kot in Action Creative Artel",1
Francois Braud (Volatile Dove),1
Francois Roussel,1
CottonGame,1
Maxime Vézina,1
Lord Rutsah,1
Blacksword Games,1
Brisk Mobile Inc,1
ESEA,1
Slav Pankratov,1
Team Scynix,1
GabberGames.com,1
Indie Developer,1
full beast creative,1
"2K, Feral Interactive (Linux), Feral Interactive (Mac)",1
Sanuk Games,1
Vault Interactive,1
Roger von Biersborn,1
Frost Earth Studio,1
"Wicked Witch Software, Tru Blu Games",1
Studio des Ténèbres,1
"Subaltern Games, LLC",1
Awestruck Games,1
mNosGaming,1
Ratz 'N' Godz,1
RogueWare,1
PostMod Softworks,1
Leon aminof,1
"Sierra, Activision, Aspyr (Mac, Linux)",1
Spicy Horse,1
Strike Games,1
"Davide A. Fiandra, Simone Tagliaferri",1
Mascot Entertainment,1
Copybugpaste,1
Avenged Sevenfold,1
Bluebutton Games,1
Zach Kehs (SunnyKatt),1
Condition One,1
Barnstorm Games,1
Rival Games Ltd,1
The Game Institute,1
Zakos Games,1
Epiphany Games,1
Modern Dream Ltd,1
Narayana Walters,1
Stone Blade Entertainment,1
8-Bit Studio,1
Mountain Sheep,1
Deadghost Interactive,1
Double Action Factory,1
SeithCG,1
OG-ZONE Digital Entertainment,1
No Publisher,1
Bloodcraft Dev,1
miqu studio,1
Centre For Longitudinal Studies,1
"Cygames, Inc.",1
Red Level Games,1
"Anarteam, Plug In Digital",1
Shotgun Surgeons,1
Team Tripleslash,1
PlayEveryWare,1
Mindmuscle Games,1
"Harebrained Schemes, Bandai Namco",1
Kitty Lambda Games Inc.,1
"2K, Aspyr (Mac &amp;amp; Linux)",1
Dry Cactus,1
Praxia Entertainment,1
Isokron,1
Xibalba Studios,1
Samuel Manier,1
"Vblank Entertainment, Inc.",1
Inclusion Studios,1
Shrimpcave Industries,1
Knitted Pixels,1
"BulkyPix, Plug In Digital",1
Rabid Design Studios,1
Dovetail Games - Fight,1
Kongmeng Yang,1
Dymchick1,1
MP Game Studios,1
VirtualHere Pty. Ltd.,1
XProd Games,1
sxpenx,1
Kickbomb Entertainment LLC,1
Ryan Javanshir,1
Elephant Games,1
"Peach Pie Productions, Black Shell Media",1
David H Schroeder,1
"Degica, Dream Holdings",1
Black Eye Games,1
Siege Games,1
Wolfgame,1
Syrena Interactive,1
Sixth Line Studios,1
Ziga Games,1
Grubby Monster Games,1
Retro Warp Gaming,1
Paradox Development Studios,1
Dragon Fire Games Inc,1
Unosquare,1
Outsmart,1
Lienzo,1
Josh Koenig (Slashandz),1
Whybe Online,1
Momiji Studios,1
rkd.zone,1
Hugebot!,1
Brutal Studio,1
Nicolas Pierre-Loti-Viaud,1
Dapper Swine,1
Matthew Jennings,1
Immunity Studios,1
Pixelsaurus Games,1
Pixel Quality Games,1
Sandstorm,1
Black Curtain Studio,1
Game Mechanics,1
Notorious Games,1
Gaweb Studio,1
PSR Outdoors,1
Vladis Fire,1
Team Flow,1
TACS Games,1
Hepta Games,1
Baby Duka Games,1
inVantage Technologies,1
"Ysbryd Games, AGM PLAYISM",1
Tasaa Software Services Pvt. Ltd.,1
Jon Sudbury Games,1
"Team Chaos, LLC",1
Nilo Studios,1
Dylan Loney,1
Vinci Games,1
Samer Khatib (Snowconesolid Productions),1
Lucky Brograms,1
"JumpStart Games, Inc.",1
AAAGAMES s.r.o.,1
Catstudio,1
plaiko,1
"Parody Games, LLC",1
Caps Lock Solutions,1
"iolo, Encore Software",1
AVGames,1
SolidFace Technology Inc.,1
TinyAssociatesBand,1
1С Company,1
Greenolor Studio,1
ZS Productions,1
Fresh3D,1
Neoclassic Games,1
Nuke Nine,1
Bigfingers,1
Alien Pixel Studios,1
Two Man Army Games L.L.C,1
"Two Man Army Games, L.L.C",1
Universe,1
"2K, Aspyr (Mac,Linux)",1
XP,1
NDev,1
Kotoshiro,1
TealDev,1
Logan Apple,1
Deca Games OU,1
"Idea Factory International, Inc., Idea Factory, Inc.",1
Reiza,1
Artix Entertainment,1
Nanali Studios,1
Titouan Millet,1
Harmonize Studios,1
VisualPath,1
Purin Productions,1
Animation Arts Creative GmbH,1
bad chalk,1
Outgunned Games,1
Unnamed Fiasco Team,1
juezhu,1
Evan Wagstaff,1
"Axol Studio, LLC",1
Simple Designs Software LLC,1
Retro Dreamer,1
Hypersect,1
Lewis Fitzjohn,1
John Wallie,1
"Cloudcade, Inc.",1
Merlin Beer,1
GriosDevelopment,1
Boidae Games,1
Heavy Key Studios,1
INT2000,1
Nasty Little Games,1
Crazysoft ltd,1
Four Mans Games L.L.C.,1
Wind Jester Games,1
Kevin suckert,1
Tales of Game's Presents,1
"Another Indie, X.D.Network  Inc.",1
"Another Indie, X.D. Network Inc.",1
Strange Loop Games,1
Teemo Soft,1
Frima Originals,1
Comrades Inc.,1
3Crew,1
Gosatsu Visual Novels,1
Vernacular Games,1
Netker Inc.,1
Vadim Ledyaev,1
"Lasso Games, LLC",1
"The Mojo Collective, Ian Frank Productions",1
Projectile Entertainment,1
Armnomads,1
Vertig Games America,1
Frudelsoft,1
Howling Legend Studios,1
Cat Trap Studios,1
LB,1
Nighthawk Interactive LLC,1
JCKSLAP,1
Neon Squid Games,1
tinyBuild Games,1
Bulletproof Outlaws,1
Rocketcat Games,1
Frogshark,1
God As A Cucumber,1
"Digerati Distribution, Beatshapers",1
Onagro Studios,1
"Beatshapers, Digerati Distribution",1
Fakedice,1
MonkeyToons,1
Blyts,1
"Bottlenose Bits, LLC",1
Solar Sails Games,1
Reperio Studios,1
Pedro Zea,1
Pablo Vidaurre Sanz,1
Like A Boss LLC,1
Devm Games,1
chris_antoni,1
Depth First Games,1
"Acttil, LLC.",1
RTK Entertainment,1
"Activision Value Inc. (2003), ImageCode LLC. (2016)",1
Jake Conner,1
Richard Haraším,1
Tomadeira,1
WolfgangIs,1
Zeichenkraftwerk Jeutter &amp; Schaller GbR,1
mindhelix.pl,1
Evgenii Gubanov,1
Cleril Calamity Studios,1
Ryan Melmoth,1
Batovi Games Studio,1
Indio Games,1
Rocking Hamster,1
Michal Kruba,1
Patryk Taranek,1
Obsessive Science Games,1
ProGames Studio,1
INTERNET URL S.A.,1
Benjamin Soulé,1
Blue Potion Games,1
Sheado.net,1
Nathaniel Nelson,1
Reto-Moto,1
Impetus Games,1
Cruderocks,1
Blind Bird,1
Jamie Warne,1
Owlet,1
Xigma Games,1
Zephyo,1
"Galavalomka Games, Aslan Game Studio",1
Nova-box,1
Stijn Van Cauter,1
Stellar Circle,1
Game Developer X,1
Ground Control Studios,1
AtGames,1
Innuendo Squad Studios,1
"Akupara Games, Rogue Snail",1
Applepine Games,1
Snowbit Interactive,1
The Glitch Factory,1
Rafael García,1
Kamina Dimension,1
Lemondo Games,1
"NorbSoftDev, Paradox Interactive",1
Apocoplay LLC,1
"Blue Gate, Plug In Digital",1
TotallyNotReptillian,1
TrolleyBuzz LLC,1
"Nightdive Studios, Completely Unexpected Productions",1
Puzzle lab,1
guyhezi,1
Team Cat 'n Mice,1
noggins,1
Unlikely Rogue,1
Imaginary Monsters,1
Nikku Nomura,1
Mirko Seithe,1
Daniel Ratcliffe,1
Polygrammatic Limited,1
Roman Uhlig,1
Absolut Soft LLC,1
Rock Crow,1
Graduate Games,1
Skelefactor,1
"Alterego Games, Digital Forest",1
TTCX Inc.,1
Trichotomy,1
Drizzly Bear,1
"Potato Interactive, LLC",1
LightArrow Games,1
Edge Case Games Ltd.,1
PIXELMAKER-2016 PLTD,1
Thatcher Productions,1
Large Visible Machine,1
Anime Hearts,1
"2K, Feral Interactive (Mac)",1
Visiontrick Media,1
Unseen Kingdom Games,1
Onion Core,1
Big Cow Studios,1
VAN CUBO,1
Alp Güleç,1
"Parallel Circles, Deck13",1
Proud Camel Games,1
Cartboard Games,1
Arrogant Pixel,1
Turnopia,1
TripleBrick,1
Asixa,1
"Lambda, 恶魔橘子",1
Paper Scorpion Co.,1
FergaTroid Studios,1
MVA_Resi,1
GOTY LLC,1
Lorag Games,1
Krax Games,1
Red Nexus Games Inc.,1
Pixelbark Games,1
Game Scorpion Inc.,1
Self,1
"Q Switched Productions, LLC",1
Pb Studios,1
NDMX Game Studios,1
AnRaEl,1
Artplant,1
Alchemist Studio,1
Fula Fisken,1
Snowcastle Games,1
AstroBear Games,1
Laugical Games,1
Smyowl Game Studio,1
Lostwood,1
Mode4,1
Touch Orchestra,1
Unlok,1
Particle Studios,1
Kut Stupid,1
3 Fright,1
"Rageborn Studio, LLC",1
Pop Sandbox,1
The Major Game Company,1
"team BitClub , Sunken Treasure Games",1
Lemonsucker Games,1
Cadence Games,1
Luandun Games Pte. Ltd.,1
Some-Fish,1
Red Abyss Software,1
Suncrash,1
BTD Team,1
Crusty Squirrel,1
Byulbram Studio,1
GamesCafe,1
LWNA,1
"Qiwi Games, LLC",1
Alex Woodcock,1
"MindShaft Games, LLC",1
Evil Indie Games,1
Joona Vartiainen,1
Sassybot,1
R&amp;G Software,1
adamgryu,1
Supra Games,1
Alpheratz*,1
Parallaxian Pty Ltd,1
Pavel Zinchenko,1
SaintBunny,1
Wtech,1
Animus Interactive Inc,1
HyperBerry Games,1
Wang Liwen,1
IndieKeep Games,1
TECOPARK,1
vdweller,1
Shotgun Surgeon,1
Fishing Cactus,1
Outsider Games,1
TEN10 Games,1
Specter Game Studios,1
Geomertex,1
SouKing,1
Texel Raptor,1
JMJ Interactice,1
Nikolai Patrakov,1
Hungry Planet Games,1
"IO Interactive A/S, Feral Interactive (Linux), Feral Interactive (Mac)",1
"Maximum Games, KISS ltd",1
Luke Godfrey,1
dwCrew,1
Half-Life 2: Short Stories Team,1
Bulldog Interactive,1
Rad Dragon,1
Defroids,1
4 Door Lemon Vision 1,1
Pixelated Panties,1
Science: Gamed,1
Baroque Decay,1
Niine Games,1
littleGigantic,1
Shadowprerequisite,1
voldan,1
Wheat Muffin Games,1
noiarc,1
BRINK 3D,1
"Gravity Interactive, Inc.",1
OutOfTheBit Ltd,1
LInsoDeTeh,1
beyondthosehills,1
17Studio,1
Arcane Four Studios,1
Beyond Technical,1
Layer games,1
Feral Interactive (Mac),1
Gridlock Interactive,1
Team Clockworks,1
One Man Left Studios,1
Avanquest Software Publishing Ltd,1
Moltenplay,1
Tarboosh Games,1
Andrew Willman,1
The Secret Pie,1
Silicon Jelly,1
Havishamone Games,1
Anchora Games,1
René Bühling,1
Fish Factory Media,1
Fish Factory Games,1
"Perfect.Golf, Inc.",1
Whalegun,1
SQUARE ENIX LTD,1
Homegrown Games - a HRMC Label,1
Manipulation Machine,1
Persona and Pixel studio,1
"Napoleon Games, s.r.o.",1
xPathfinder Games,1
"Image &amp; Form, Steam Powered Giraffe",1
vested interest,1
Defroids team,1
NextNinja,1
idris Celik,1
STVR,1
Hybriona Labs,1
Zarfhome Software,1
Playdev Gaming,1
Limpage,1
Bludgeonsoft,1
Ballista Studios IVS,1
Worldgame entertainment,1
Lucas Wilde,1
Fading Club,1
AZAMATIKA,1
"Foot in the Box, LLC",1
"The Game Bakers, G4F Records",1
Inferno Games,1
Serhii Vitukhin,1
Ludeon Studios,1
Wilderness Journal Games,1
Spark Plug Games,1
Heroic Games,1
Ryan Davis,1
Adventify,1
Freakinware Limited,1
House House,1
IV Productions,1
Kelint,1
Saucer Software,1
OGSeries,1
2Bit Studios,1
SUN MONKEY Games,1
NFA,1
Somi,1
Black Snowflake Games,1
Awaceb,1
"Psychic Software, Goblin Portal",1
Yakovlev Vladislav,1
Extend Mode,1
"Akakiy Petrushkin, AYE Technology",1
Timushev Vladimir,1
STUDIO HG,1
Fuero Games,1
Open Source Publishing,1
Kivano,1
boredmob.com,1
RetroRevolution,1
pixepob,1
IOZO GAMES,1
Ska Studios,1
Kyrylo Kuzyk,1
Chandler Rounsley,1
GHRIAN STUDIO,1
Adam Wells,1
FOAM Entertainment,1
Burnin Ape,1
Marco Tancredi,1
WONDERFUL LASERS,1
Indievision,1
DEADBIT,1
Dark Gaia Studios,1
Crunchy Games,1
Storm Sharks Production,1
Jonathan Mulcahy,1
David S Gallant,1
Ductape studio,1
2DHD,1
Bunnycopter,1
Bad Pixel,1
Andy Jurko (Match Gems),1
Harbinger Beard,1
Permadeath,1
"Large Visible Machine, Your Move Games",1
Fluik Entertainment Inc,1
AdroVGames,1
Code for Justice,1
Myoubouh Corp,1
Pixelbomb Games,1
CyberCoconut,1
Righteous Hammer Games,1
HellconX™ Games,1
HellconX™ Studio,1
Ackmi,1
Shugasu UG,1
Jesper The End,1
David Mccue,1
purpleElephant,1
Sayan,1
ArcticFox223/CrimsonSpectreFox,1
Codespace,1
Razzart Visual,1
LaboRatStudio,1
Robert Ferry,1
RosePortal Games,1
Risen Games,1
Kyvos Studios,1
Insane Unity,1
Torrunt,1
"Liam Hughes, Ryan Cooper",1
Stupid Stupid Games,1
Spacelight Studio,1
OOTOTGames,1
Netgame,1
IronBoundManzer,1
300 fps,1
Wisp Entertainment,1
TT Games,1
NewProject,1
BattleGames,1
Mega Glest Team,1
Kiwiforge,1
Ernests Klavins,1
Funbit Pty Ltd,1
EP Games®,1
Salty Dog Digital,1
Olli-Samuli Lehmus,1
Miryn Innovation,1
"Beep Games, Inc.",1
Vilar Ingeniería de Software S.L.,1
Reward Hunters,1
Engage Pixel,1
Koth Studio,1
Torch60,1
Oneshark,1
Carbon Incubator,1
Feperd Games,1
Ilsanjo,1
My.Com,1
Polyraptor Games,1
"IKI STUDIOS, LLC",1
Mad Fellows,1
Dozen Minds OU,1
Tequila Works,1
Ominous Entertainment,1
Baylor University Game Studios,1
"Productions Acouphène, EDC Musique inc.",1
Radcroc,1
Questro,1
Turbo Pixel Studios,1
Sweet Bandits Studios,1
HardHead Games,1
kedexa,1
Casual Brothers,1
SW-Winsoft,1
Expect Studio,1
Creative Pudding Hungary Llc.,1
Deckbound,1
Spread Shot Studios LLC,1
Hollow Ponds,1
Redpoint Games,1
Riveted Games,1
High Horse Entertainment,1
GamerGG,1
LVGameDev LLC,1
"CAPCOM U.S.A., INC.",1
Subjunctive Software,1
Rushing Vise,1
Because I Can,1
Island Bar Games LLC,1
Moongate Digital,1
Mika Spin Games,1
Terrible Toybox,1
Arrowiz,1
Digital Upthrust,1
SOLIDMESH,1
"Art Games, Mamilos Club Studios",1
Dan Fornace,1
Tequilabyte Studio,1
DOG HOGGLER,1
Virtys,1
Dream Real,1
Digitalfossils Ltd,1
JDM4iK Games,1
RadishBox,1
Patryk Szuberla,1
Infinite Loop Games,1
Splatter Squad,1
Dashing Strike,1
"Ponywolf, LLC",1
Faceless Studios,1
Kremlingames,1
PokerStars Mobile Limited,1
Elven Workshop,1
rologfos,1
EarthWork Games,1
Woodheadgames Studio,1
Voided Pixels,1
LR Studio,1
DynF/X Digital,1
Aleksandr Golovkin,1
Michał Brzozowski,1
Nanoleptic Games,1
Juggernaut Games,1
Creative Bytes Studios,1
brutalsoft,1
Ticklersoft,1
Lewis Bergin,1
Binary Soul,1
D'Avekki Studios Ltd,1
"Delusion Arts Entertainment, LLC",1
Apapappa Games,1
SadFish,1
"postpunkpl, atabiszewski",1
505 Gamwa,1
Rice Cooker Republic,1
上海班图网络科技有限公司,1
CM Softworks Inc.,1
Berzerk Studio,1
Studio HK,1
Viacheslav Bushuev,1
WOLFCODER WORKSHOP LLC,1
AmusedSloth,1
Rooftop Panda,1
Slitherine Ltd,1
Pirate Software,1
Razbury Games,1
Team B.R.O.S.,1
Sargis Shahzadyan,1
Nucleax,1
Try This At Home,1
sleepy macaw,1
R8 Games Ltd,1
Tom Heek,1
Tale Studios,1
Black Sheep Games,1
Team D-13,1
Blue Blaze Gaming,1
Greyman Studios,1
Unruly Attractions,1
Tibith,1
"DarkSun Studio, Gamera Game",1
Neojac Entertainment Inc.,1
Restful Panic ltd,1
The Young Socratics,1
Thirsten Studios,1
Circus Atos,1
Cradle Games,1
"XINESS Co,. Ltd.",1
Rich Savage Global Media,1
OneManTeam,1
Encircle Games,1
Holospark,1
"Phobetor, Plug In Digital",1
The Irregular Corporation,1
Rat King Entertainment,1
Ejoy Games,1
Ethan Waite,1
Create Something Interesting,1
Onur Vural,1
David OReilly,1
Reactive Drop Team,1
Nuclear,1
OUTBOUNDS,1
Kongroth,1
Sonera Game Studio,1
Sergio &amp; Simon,1
Ebullience Games,1
Sameer Hirezi,1
Ch.ZBK,1
Creative Mobile,1
Mad Head Games,1
3Dflow SRL,1
Dedication Labs,1
Pill Bug Interactive,1
Protection Games,1
Raptisoft,1
"Brightrock Games, GamesAid",1
Ametist studio,1
Silent Legends,1
Arcanity Inc,1
Well Bred Rhino,1
Thomas ZIGHEM,1
Marshlight Software,1
Graham Dodge,1
Psychodev,1
Rawkins Games,1
game 'o clock studios,1
aeiowu,1
onebraverobot,1
Ehnenu,1
Pixel Battery,1
Eminent Softworks,1
Bekho Team,1
Mysia Games,1
2B_GAMES,1
Furion Studios,1
CubeInSquare,1
PoRovoz Studios,1
Kiz Studios,1
Activison,1
Glenn Main,1
StudioQi,1
PIXYUL,1
SVRVIVE Studios,1
Heisenberg Entertainment,1
AppGeneration,1
"Silver Moon Internet, 银月网络",1
USAmsterdamn,1
Peter Whalen,1
BARCHboi,1
EastFog Studios,1
One Wheel Studio,1
PlayFortress,1
Game Science,1
"FarSight Studios, Inc.",1
Billy Goat Entertainment Ltd,1
"Alberto Herrera, Ziel Graywords, Stw projects",1
Deuteranopia,1
Kyuppin,1
SinksAdventure,1
OtakuMaker,1
ArcadeSheep,1
gearspecs,1
Nickana Studio,1
SolarLance,1
The Crimson Nights Team,1
James C. Gray,1
Rendercode Games,1
CrabWay,1
7DOTS,1
Adam McLellan,1
"Tingly, LLC",1
wins_84,1
Jose Pedro Díaz,1
"Little Flag Software, LLC",1
Kormishenkov Anton,1
AbsQual Studio,1
Contours,1
Miria Studios,1
Illyriad Games,1
Indigo Studios,1
Carlburton Llc,1
Waynetron,1
Selva Interactive,1
Corey Hardman,1
Anatolian.Org,1
Echidna Studios,1
Anton Riot,1
"Yippee Entertainment LTD, KISS ltd",1
MMOVentures,1
"Duang! Games, LLC",1
CarVin Interactive,1
Respect Studios,1
Nikola Bulj,1
Bomber Studio,1
Improx Games,1
Fedor Votrin,1
metamorpho,1
Sol Bot Studios,1
Studio JAW,1
Skirmish Entertainment,1
Metagaming B.V.,1
Dire Wolf Digital,1
Fazan,1
Pixbits,1
Vyacheslav Ozolnieks,1
Reborn Games Inc.,1
Skypeak LLC,1
RobProductions,1
"THQ Nordic, EuroVideo Medien",1
Counter_Agents_Team,1
Project Tranquil,1
Tabletopia Inc.,1
Team 4U,1
Agger Interactive,1
"Infovine co.,Ltd.",1
WolfTech Games,1
Steel Studio,1
OMAG,1
YumeHaven,1
2k,1
"2k, Feral Interactive (Mac and Linux)",1
Happy Pony Land,1
Allied Games Inc.,1
LS Ensemble,1
Oddrok,1
Bowlcut Studios,1
R I MAD,1
Kayabros,1
Bob Corporation,1
TarbuttonStudio,1
Gameland Studios,1
BindleBot,1
"Presto Studios, Inc",1
Perfuse Entertainment,1
4FreaksFiction,1
IMPIRESOFT,1
Sagnithi Systems Technology Solutions LLP,1
Studio Wumpus,1
Soverance Studios,1
playchocolate,1
Adriaan de Jongh,1
"Rumata Lab, AEY Inc.",1
Rusty Bolt,1
Zero Degrees Games,1
FSudol Art Games,1
"Mighty Studios, LLC",1
Fumiko Game Studio,1
Hermes Interactive,1
Stolpskott Studios,1
"WayForward, GamePump",1
Mighty Mob Games,1
MorfeoDev,1
Octo Studio,1
PotionC,1
Panoramik inc,1
L Rod,1
the_dobrokot,1
NerdyYetis,1
Watercolor Games,1
Andy Howard Games,1
IronOak Games,1
Pierre Brengues,1
MadOut Games,1
Pyromancers.com,1
Team Cherry,1
Orrery Games,1
Boxel Games,1
Mastfire Studios Pty Ltd,1
Cosy Goat,1
MyDearest,1
REDBANA CORPORATION,1
Open Sorcery Games,1
EmberWulf,1
Mito Studio,1
"Descendent Studios, Fever Pitch Studios",1
Team Toaster,1
Nuclear Tales,1
نقش الضوء,1
Angry Skull Studios,1
Brace Yourself Games,1
Synnergy Circle Games,1
Eendhoorn Games,1
Justin Varghese,1
Carl Games,1
ButterChain,1
Black Alchemy Games,1
SparkLightGames,1
Ascension Interactive Media,1
Broken Code Games,1
One More Game,1
"Lunchtime Studios, LLC",1
Jonni Hirst,1
Ogulcan Karaoglu,1
Crazyant,1
Renxiang Game,1
Sad Spaghetti Entertainment,1
Spaceboy Games,1
Capsule Three,1
Lorenzo Bellincampi,1
nukeygara,1
Maru Games,1
Sweet Roll Studio LLC.,1
"Hopoo Games, LLC",1
Areo Gaming,1
Turbo Tape Games,1
BigTapir Games,1
Pixel Trickery,1
Bakershah Games,1
651 GAMES,1
Loju,1
Haven Made,1
On5,1
"DMM.com Co., Ltd., POWERCHORD STUDIO",1
Happy Hobgoblin,1
Whippering,1
Narrator,1
AT The Gate Team,1
I3,1
Romero Games Ltd.,1
Mind Grown Software,1
Xenoaisam Studio,1
Balcony Team,1
Freejam,1
Tigerish Games,1
Black Maple Games,1
Gillis LLC,1
Badland Studio,1
Fayju,1
Romenics,1
EnjoyUp Games S.L.,1
Privateer Press Interactive,1
Stained Glass Llama,1
Naiad Entertainment LLC,1
Timeslip Softworks,1
"Frima Studio, Microids Indie",1
Moondrop,1
"Merge Games, Digerati Distribution",1
Mind Crew,1
Entrada Interactive LLC,1
Right Pedal Studios,1
Rezoner,1
Patrice Meneguzzi,1
Keys of Nine Entertainment,1
Damaged,1
SmallGreenHill,1
Portalarium,1
Archetype Global,1
NexyMedia,1
vertex4 entertainment ltd.,1
Blue Label Studio,1
XPEC Entertainment Inc.,1
Hex Keep,1
Duelboot,1
WisdomTools,1
"Black Shell Media, Plug In Digital",1
Actual Tools,1
Paper Games,1
DigitalWorldEntertainment,1
KintoGames,1
CD PROJEKT RED,1
Light Echo,1
Excalibur Publishing,1
"Rob Lach Games, LLC",1
Benjamin Bryant,1
blamedrop,1
Flying Wild Hog,1
Vortal Storm,1
Inertia Game Studios,1
Causal Bit Games Inc.,1
"Harmonix Music Systems, Inc",1
Chicken in The Corn,1
"Midnight City , Majesco",1
Celestial Games,1
DragonSix,1
Isotope 244 LLC,1
Gameblyr,1
Tribe Studios,1
"BANDAI NAMCO Entertainement, FromSoftware, Inc",1
"Max Gaming Technologies, LLC",1
Up Multimedia,1
JumpCore Productions,1
Hearthfire Studios,1
Nerd Monkeys®,1
Filament Games,1
Bernt Andreas Eide,1
Lemondo Entertainment,1
Adam Spragg,1
EVGA,1
Blazing Griffin Ltd,1
XIAOYAO,1
Multi-Form,1
Crunching Koalas,1
"Sideline Amusements, Gonzo Games",1
N94Games,1
Little Worlds Interactive,1
Walk Thru Walls Studios,1
Kardfy Studios,1
"Magenta Factory, 橘彩 (Ju Cai)",1
Final Boss Entertainment,1
Turtle Sandbox,1
Trickster Arts,1
One-bit Punch,1
Microsoft,1
Gugila,1
"Atari, Cubed Productions LLC",1
Nine Dots Studio,1
Xaviant Games,1
FrameLineNetwork Kft.,1
Noetic,1
GammaLateral,1
Net Games Distribution LTD,1
Chromatic Dream,1
Pictopotamus,1
Dan  Walters,1
"ShaunJS, Digerati Distribution",1
A Jolly Corpse,1
gnifrebel Games UG,1
RobTop Games,1
Colonthree Enterprises,1
Dimmdrive Inc.,1
Michal Brzozowski,1
Dovetail Games - Livery,1
HE SAW,1
"Digital Tribe, iNDEE SOLO",1
Astrosimer,1
Prexen Studios,1
reMaginarium,1
Augusta Software GmbH,1
FallenMaster,1
DistrictTeam,1
Filip Victor,1
Roope Tamminen,1
Fortress Forever,1
"Case in Point Studios, LLC",1
Javelin OÜ,1
Kiritsu Games,1
"Hammerware, s.r.o.",1
Substantial,1
Neomex-Games,1
Millenium Project Enterprises,1
Burning Dog Media,1
Windmill Games,1
SpookyFish Games,1
Cornfox &amp; Bros.,1
Burrito Studio,1
Blender Foundation,1
"Brace Yourself Games, Klei Entertainment",1
Thomas Gwaltney,1
Morphodox Studios,1
Bytebin,1
Magic Notion,1
"Pipeteam Games, LLC",1
Nimble Tools,1
Dustin Gunn,1
Jeff Trier,1
Alda Games,1
Stephane Bottin,1
AndrewDrumov,1
Insomniac Games,1
Rosebud Games,1
Sinister Design,1
Next Dimension Game Adventures,1
L&amp;K Logic Korea,1
Pixel Theory Games,1
Fungameco Ltd,1
Steam Greenlight,1
Camshaft Software,1
TRI.G,1
MKLab,1
"Retroism, Doyodo",1
Juniper GmbH,1
Aegon Games,1
Moonlight Mouse,1
"Zanza Studios, LLC",1
Rock Paper Games,1
"MPR ART Hallucinations, Plug In Digital",1
QMx Interactive,1
Nevosoft,1
Beam Team Pty Ltd,1
Endgame Studios,1
FullPowerSideAttack.com,1
EQG,1
Nyamyam,1
HCPGames,1
MeDungeon Ltd.,1
Snails Animation,1
Nooner Bear Studio,1
Johan Aronsson,1
Peter Hrdy,1
MovingBlocks,1
Smoodlez,1
JAVELIN OÜ,1
LiveItGames LLC,1
GameUS Inc.,1
Laylio Games,1
Antiproto,1
"Gearbox Publishing, Aspyr (Mac)",1
"Oddworld Inhabitants, Inc",1
Loren Lemcke,1
David Stark,1
FourbitFriday,1
Pringo Dingo Games,1
Brain Blinks,1
AGO Games,1
Chaphat,1
Thrillion,1
Sinister,1
AvrDragon,1
Morozov Sergey,1
Dennis Esie,1
Shifty Chair Games,1
Geek Sloth Games,1
Mad Ram Software,1
Hailstorm Games,1
rdein,1
"oeFun, Inc.",1
Peter Brinson and Kurosh ValaNejad,1
Reloaded Games,1
Dovetail Games -Trains,1
THQ,1
Three Rings,1
MinMax Games Ltd.,1
Total Eclipse,1
Mystic Box,1
Murudai,1
NinjaBee.com,1
800 North and Digital Ranch,1
RichMakeGame,1
Stout Games,1
Copenhagen Game Productions,1
Valusoft,1
Nordic Games,1
LoadComplete,1
"Extend Studio, ORiGO GAMES",1
React Games,1
Tomkorp Computer Solutions Inc.,1
Firemint,1
Unigine Corp.,1
Hitbox Team,1
Stickmen Studios,1
Black Market Games,1
"Larian Studios, Focus Home Interactive",1
"Reverb Triple XP, Circle 5",1
"Dvaput, 2x2 Games",1
Pilgway,1
Aleksey Abramenko,1
"LucasArts, Disney Interactive, Lucasfilm, Aspyr (Mac, Linux)",1
Remedy Entertainment Ltd.,1
Sakari Games,1
Capcom Co. Ltd,1
Serious Brothers,1
Deca Games,1
BitSits Games,1
TAO,1
David Williamson,1
Pixelante Game Studios,1
PomPom Games,1
Bounce Entertainment,1
Bootsnake Games,1
IndiePub,1
"Ubisoft, Feral Interactive (Mac)",1
Dmytry Lavrov,1
OneBigGame,1
Kerberos,1
Zachary M Thomas,1
Silver Sphere Studios,1
Nunchuck Games,1
"Atari, Aspyr (Mac)",1
Arkane Studios,1
Mad Unicorn Games,1
Seth Albertus,1
Ultraint,1
zha7,1
Breakout Studio,1
Unknown Indie Devs,1
2D BOY,1
ProjectorGames,1
ETGgames,1
Casey Labrack,1
Ghulam Jewel,1
Copperpick Studio,1
Qucheza,1
Trickjump Games Ltd,1
彼岸领域,1
Poolians.com,1
Dark Castle Software,1
Perpetual FX Creative,1
P2 Games,1
"Vectorpark, Inc.",1
"Electronic Arts, Aspyr (Mac)",1
The Games Company,1
ZoopTEK,1
New Star Games Ltd,1
